File Name: Elect3.log
Channel 2: 'RF_L', 195910 values, raw ADC, no filters.
Channel 3: 'TA_R', 195910 values, raw ADC, no filters.

-5,-12
8,6
-22,13
-13,20
1,-18
-14,-20
-18,5
6,-21
-7,6
-9,7
5,2
-2,17
8,-6
-3,-6
-11,-15
-3,-7
-21,27
-15,-3
28,-6
12,-27
19,-4
24,-6
31,-11
31,10
-5,10
-28,-28
27,-49
-8,-29
-40,-2
-27,-5
1,8
7,29
-33,-8
-17,16
-4,7
14,-25
5,-41
19,-35
1,-30
-6,-21
7,7
-9,-3
-4,3
-4,-7
-19,-14
-17,-6
-11,-22
-14,-46
-31,-36
-13,-5
-1,-15
2,-24
12,-1
7,26
-1,27
2,-13
-11,-3
-21,15
-35,-9
-15,-27
1,12
22,7
-8,0
16,-12
4,15
-11,7
26,2
9,5
-2,-27
-15,-30
-11,6
-16,16
9,5
7,12
-5,1
1,-4
-13,-15
10,-15
-13,-6
-14,-23
-23,-17
0,5
24,4
6,3
28,24
20,8
5,16
-17,-6
16,-19
6,5
-20,-4
11,-13
-19,-38
-13,-4
-7,0
-16,-5
-17,2
-19,-18
4,-12
-20,-23
-29,-21
-40,-1
-5,-15
-12,5
-14,-5
-8,-19
-17,-9
7,-14
9,-34
-2,-1
3,-23
15,-13
18,-16
26,-6
16,16
6,8
36,37
-13,9
-6,2
-4,0
22,13
-24,7
-27,-12
-21,-10
-18,8
-1,5
-11,-1
-7,29
-31,11
-26,-7
-13,-21
-2,-24
11,15
-2,0
4,-16
1,-36
18,-44
-1,-24
11,5
8,-6
-2,-13
4,-15
4,-7
-11,-13
-24,-12
-19,7
-3,-3
11,6
10,7
-11,16
-17,-15
0,-25
11,-22
-9,-10
7,-13
18,-42
24,-22
11,12
11,-9
22,16
20,12
-3,-9
1,-15
-21,-3
-25,-6
-11,16
-23,-2
-9,-18
3,-15
-5,-2
-21,6
-14,14
-8,-5
-24,-13
-7,-30
-22,-15
-28,-8
-14,12
-35,16
-29,15
-36,14
-22,10
-5,31
15,29
12,-12
15,1
-11,-3
-19,-12
-15,-24
-34,-30
7,6
2,3
2,10
24,-7
14,12
10,17
-3,10
-27,12
-28,-10
-25,-30
8,3
6,4
4,-2
12,24
0,-2
-14,9
16,-12
22,-12
32,15
-2,-10
8,-2
9,-23
6,23
16,18
-24,-19
-29,-5
16,-8
-27,-24
-5,-32
8,2
-6,-2
4,15
-8,-5
-2,-5
-5,14
-28,-2
0,-21
-2,-5
-14,16
13,14
-5,9
3,7
-9,0
-26,-4
7,-10
-11,4
-8,-21
3,-14
0,-4
3,2
-21,0
-13,-3
-8,5
2,-6
-8,11
-15,-9
-20,9
-17,-6
-13,4
0,10
29,-29
9,-25
5,-43
2,-34
12,-15
19,-49
15,-12
3,-35
6,18
-11,43
-9,17
-2,20
-5,21
12,14
-28,7
-12,-1
-23,1
-8,-2
-15,12
-16,6
4,5
11,-6
7,-21
-28,10
-17,1
-8,-12
-18,2
-1,-17
4,-5
15,-16
9,-32
-29,-13
5,-29
3,-10
0,12
-30,31
19,31
15,26
-13,10
10,-42
-14,-18
6,-7
-24,-1
-5,10
10,-22
-36,-8
-23,2
-25,-18
0,-12
-12,-8
-37,2
-24,-28
-35,-3
-17,20
-22,-7
15,-9
26,10
7,-14
7,-34
0,-12
17,-27
39,-16
17,1
10,-5
22,-30
16,-24
11,-4
13,-15
-6,-6
-9,-9
1,-1
7,-25
12,-16
7,4
-22,8
-7,22
15,-34
-16,-16
-42,7
-46,-21
-33,23
-19,-13
-5,4
9,28
-20,-6
6,-13
-9,-31
-18,-19
-18,-12
-16,-3
-6,-31
-15,-16
-29,15
-18,16
-16,-2
3,5
-4,17
-18,-18
-18,-20
-3,9
22,26
31,3
29,6
-1,23
-11,-16
0,-5
-29,-14
-19,-10
3,-28
7,-20
32,11
26,23
-4,10
20,-16
-9,-10
-28,-12
4,-4
0,-7
-8,11
-17,1
-5,4
-19,-5
-15,-7
-32,-13
-35,8
-15,-21
-17,-14
-21,12
-28,8
-30,23
16,-1
13,5
10,-13
11,26
13,7
-3,-13
-16,-2
13,5
-11,7
4,-7
0,15
-34,25
19,-14
10,-26
-11,-25
-25,-13
-6,-18
-11,23
-15,-7
6,-10
-2,-6
35,-10
43,6
18,-3
-6,19
-23,19
-3,-3
13,-15
16,-21
-6,-39
24,-12
16,8
9,-1
-4,-16
-1,-5
-17,2
-1,-7
-5,-28
-6,-26
0,2
3,-16
13,-9
13,7
-11,15
-42,5
-7,11
-2,-6
-36,-15
-53,-23
-33,-24
-17,4
-29,-2
7,-7
16,-16
6,-13
5,-28
8,-9
16,4
-11,-18
-6,-2
-1,-16
-22,-26
-8,-17
-2,-8
11,-8
14,-1
10,4
-5,-7
-35,-13
-28,-16
-9,-19
-28,-13
8,-21
2,-35
-5,-17
22,3
-8,16
-14,-11
-5,-8
-2,-12
-1,-21
14,-12
10,11
16,2
4,37
-1,-14
1,-16
-6,4
21,13
-4,2
-15,3
-5,-10
-2,-20
-1,-2
2,16
-9,15
11,-17
-1,-6
-8,-35
11,-17
11,-10
7,-29
-1,5
0,21
-12,-6
-11,-2
-17,15
-21,-31
-17,-21
-20,2
-15,7
16,15
-3,26
12,19
15,7
1,-1
-35,-10
-33,30
-11,23
-4,3
21,6
45,-25
0,-13
-9,-4
-15,-33
-32,-7
-37,-16
-38,-19
-18,6
-8,-31
7,-20
13,-26
8,-1
-3,9
11,-15
14,-5
16,7
12,-25
6,-15
-18,-12
0,-22
-7,-34
-21,-13
-8,-34
-12,-12
-20,-20
18,-11
-3,5
23,8
15,1
32,-17
17,-3
6,3
3,0
-7,-28
-1,-24
-24,-4
8,-25
1,-23
-6,-22
-9,9
25,-10
18,-1
-36,1
-33,-19
-20,-22
-24,-36
-29,-31
0,7
-19,-22
-20,-15
9,37
-1,32
-12,-9
-12,24
-20,17
-33,-20
-13,-16
4,20
-36,11
-12,11
2,-2
-13,2
-19,7
21,-5
-8,-8
-18,-12
7,31
-5,6
16,18
0,-1
-5,-19
10,20
-6,-11
9,-22
-24,2
6,10
21,8
12,13
1,-2
6,11
-5,13
4,-6
3,9
-27,-12
8,-8
-12,15
10,3
12,-26
-6,-18
3,-21
-56,-6
-3,14
2,-35
-15,-1
-13,-17
-21,-1
1,16
-2,6
-5,-1
-25,-22
-21,-47
-4,-22
-4,0
-30,-29
-22,-5
12,-25
8,2
2,-10
24,-6
5,-2
4,-34
16,-20
22,-21
16,-32
-5,-12
0,-23
4,-18
1,-12
-6,-3
-13,-1
27,-7
-14,-25
14,-48
3,-22
-15,-1
15,20
-4,11
7,-12
11,16
4,30
-2,17
1,11
-9,9
-18,-8
4,12
-36,12
-14,19
2,9
22,-15
18,34
3,2
26,-7
-1,-5
-2,-30
3,-1
-7,-13
-19,-29
-29,-13
3,-7
-9,-8
-2,12
3,9
-1,11
-11,19
-20,5
-28,-24
-25,-17
-25,-12
-16,-30
14,2
55,3
127,25
130,16
76,20
86,25
14,6
-47,-7
-76,-25
-105,-39
-115,-30
-104,-14
-41,-18
-33,-15
-52,-14
-54,-6
-50,-30
-30,-16
-29,-38
-29,-24
-15,-16
-23,7
1,4
-22,-1
3,6
44,-4
-18,10
20,-5
16,-15
-8,-12
4,-45
-1,-13
14,-25
19,11
1,21
15,-7
-1,12
-24,-14
-7,-12
3,-12
-2,-7
7,-5
10,-30
22,6
9,-23
-7,5
-20,24
-29,-5
-11,-20
-9,5
-45,11
-14,0
48,20
122,46
152,38
65,20
68,10
4,-2
-41,-19
-64,-55
-122,-55
-75,-12
-81,20
-53,5
-51,-32
-62,6
-24,-5
-43,-42
-25,-12
-21,2
3,9
-21,-16
10,-17
-9,3
-16,8
13,-6
1,2
14,11
-12,22
-5,-6
32,-7
1,-7
14,4
9,1
19,-35
3,-1
21,-6
-9,-18
-32,-17
7,-25
-8,-49
-17,-20
-18,-26
6,-16
19,19
19,-19
18,-12
28,24
13,11
2,3
28,-1
10,8
14,0
20,-1
28,-13
10,-8
-13,7
-19,6
2,6
-3,6
-8,-8
-11,-3
-27,3
18,23
-7,-24
8,-10
-6,29
3,5
8,0
-32,-1
-7,-4
-32,0
-43,-25
4,-34
-12,-3
-17,-2
-28,19
-30,-6
-16,-17
17,0
8,-21
-7,2
-6,-2
17,-17
-7,10
-23,0
22,-10
29,-24
-2,26
15,-3
6,-1
4,15
13,-12
16,-21
12,-2
-16,-8
-12,-30
6,-26
-26,-30
-1,-39
13,-8
11,3
11,4
-1,5
-2,14
8,-17
-5,-8
-35,7
-38,-2
-33,6
-5,9
-22,-16
-25,-6
11,16
10,12
-12,24
-53,-8
-23,16
-17,21
-19,-16
-15,3
-19,-16
10,-17
-8,3
0,-2
-11,2
-14,-2
2,8
-37,-11
-2,3
17,7
8,4
29,-17
10,-6
4,26
3,20
-7,-3
-2,-17
3,-48
-47,-37
-29,-24
-4,9
2,11
-4,-2
-17,-4
10,-21
18,-12
-19,0
16,-8
1,9
-15,-16
13,2
6,-16
21,-10
-3,1
16,14
15,6
10,-21
-14,3
-12,0
3,-1
4,-2
18,0
5,15
2,13
-9,-27
7,-20
-2,5
-12,16
-11,-4
-2,9
5,-3
8,3
21,23
-8,3
-12,10
15,5
11,-24
8,-16
-11,-32
-19,2
-8,0
4,5
-23,29
-34,-13
-23,-7
2,1
-11,-16
-28,-25
23,-5
2,-3
-33,-11
-15,-20
-26,8
-31,1
-20,1
6,-15
1,-12
19,-10
14,-10
-3,12
-4,14
-6,1
-4,-14
6,-1
10,-7
-14,3
-23,14
3,9
-15,9
7,-1
2,19
6,-9
20,-17
-1,-34
-5,-12
7,-14
-13,-18
-11,-33
-11,-21
-17,-17
-4,9
-9,19
-1,19
7,29
-7,31
-22,23
-27,-1
-1,-40
-14,-13
-2,-9
11,7
-11,-18
-1,-2
28,-1
27,-14
19,10
4,-13
-15,-14
-15,-10
-2,-19
22,-28
5,-28
11,-37
-8,9
12,0
13,5
8,-14
35,5
-11,12
15,11
-24,8
-39,5
-5,0
10,-32
-3,-24
-16,-17
-15,-18
-13,-16
-14,-19
7,1
0,11
-5,8
-1,8
-1,3
-43,10
-15,15
7,-12
-8,-9
16,-9
13,-33
1,10
3,7
-2,-3
3,0
8,-1
-33,-1
-13,-17
-17,-12
-30,-28
11,13
-9,-26
-1,-9
21,1
4,-21
-20,4
16,-18
4,11
-6,-7
6,11
7,1
-1,11
2,20
4,-4
12,15
-14,16
-8,7
-17,-30
-6,-21
-16,0
-11,-6
-18,3
-8,6
-13,24
-13,-1
21,10
-3,6
-26,2
-7,-12
21,-21
38,-5
6,-10
-10,6
21,11
-8,11
-6,-25
-15,3
-12,-2
-14,-26
-43,-21
-30,-32
-44,-9
-49,-27
-16,-21
10,10
-16,1
-35,-24
-28,-5
-10,-12
6,11
-6,-16
-12,-45
-8,-18
30,-22
34,16
-4,12
42,-37
1,-22
14,-12
-1,8
-19,-11
1,-16
-21,-14
-16,2
0,-6
4,-5
-13,-12
-6,17
-3,-1
-29,0
8,15
-20,-6
-20,30
1,14
8,-5
0,5
4,-2
13,18
1,31
-30,13
-5,-2
-12,1
-16,4
0,1
-8,-6
-2,-19
13,-10
-9,9
-8,-15
-3,10
-43,4
-23,-14
4,-20
21,-53
-14,-24
-4,-12
5,-31
-8,-28
2,-22
-15,8
20,9
17,-6
16,10
17,9
-15,7
-3,-14
11,-8
25,-14
38,11
-7,-7
-9,-24
-19,18
6,-8
-25,-18
-9,-16
-9,-21
-25,15
2,12
0,7
14,-12
1,-21
37,15
50,-1
-23,-14
-27,-26
-25,-2
-2,17
-13,11
-34,10
-6,-1
-4,-17
-14,18
-27,-7
9,3
0,9
7,-14
-1,-1
-4,-10
-22,-38
-12,-9
3,0
-20,15
9,-13
35,-32
3,8
-17,-13
11,-8
-16,5
-4,-26
-3,-23
-16,7
29,-30
3,9
22,-4
-1,0
-1,5
20,18
3,20
-9,31
-30,5
5,6
-19,5
-18,-16
7,-3
-8,13
-5,13
-37,6
4,9
1,3
-2,-46
-7,-8
-29,-12
11,-28
14,-5
3,37
8,14
0,10
-10,21
-11,-10
-9,-9
2,-25
8,-12
22,-2
45,6
25,0
-21,-18
-24,-25
-4,-56
-22,-9
-26,-18
-28,-33
-6,-16
-17,-8
7,3
11,-1
-7,14
-14,-33
-13,-3
11,5
-28,-15
-19,9
-5,4
-20,-1
13,4
13,-2
-29,19
-17,-1
-34,-4
-31,-6
4,-21
-22,2
9,16
4,-6
-26,31
-6,1
16,-17
-9,-3
-32,-14
-28,-5
-24,-7
-15,-22
-1,-30
8,-12
17,5
3,-1
-4,-9
-2,-16
3,-23
-5,-19
-8,-15
-31,-1
-4,-14
10,20
0,-2
9,-3
-8,-3
3,3
-15,11
-21,-43
-9,-28
4,-12
6,11
29,31
20,12
19,-9
23,5
-13,2
6,-9
31,-13
-22,-14
-7,-20
5,-1
-9,21
19,-10
16,-18
-2,6
-24,-25
-8,-3
6,-3
-23,-16
-31,0
-29,-18
4,-8
-7,10
-17,1
6,8
3,17
28,16
7,-8
-24,-20
-38,-1
-17,5
-21,-17
-15,-17
-21,-7
-3,-4
-4,-5
-20,12
-20,-25
1,-36
-1,22
-20,3
11,-6
10,-25
-19,-30
12,-1
-8,5
-11,13
-18,47
-13,11
-7,15
17,2
17,15
-5,-2
0,-25
-13,-15
1,3
10,-7
-23,-37
-20,-23
-16,-5
10,-21
-11,-13
-7,-16
10,-30
1,-32
0,-17
-32,-8
-9,-6
-40,-26
-21,7
-13,-1
-17,-8
1,0
9,-13
12,-3
5,3
37,12
24,-7
-4,6
-20,-5
19,-9
39,10
-8,17
2,15
0,33
-2,35
13,13
-3,-19
-17,-17
0,-19
17,-12
15,23
2,-13
-13,5
-15,16
-27,-2
-3,-4
-17,-18
-26,12
3,-15
-5,1
-17,-6
14,-12
20,-7
18,-8
29,-37
24,-22
32,-26
-19,-13
-1,-32
-7,-42
-12,-31
2,-17
-1,-20
10,11
-23,4
-8,15
-25,12
-27,-3
-8,14
-17,-11
-29,13
-47,-5
-21,9
-29,16
-24,15
-14,-2
13,-36
-9,5
-11,5
-6,-25
-39,-10
2,9
-6,5
3,18
16,15
2,20
10,0
-17,-22
4,4
11,-1
-16,-15
-23,-29
-8,-2
-8,10
6,-9
-9,-8
-16,-5
15,-25
-23,-15
-11,-14
-15,-20
-2,0
-17,13
-17,11
13,16
6,32
-15,3
-21,0
-6,-8
-20,-26
22,-21
12,-22
10,21
3,15
-5,4
8,2
33,15
-8,-3
-9,-12
25,-26
-14,-2
-25,-1
-12,-12
-9,-30
4,1
-36,36
-13,20
-21,-21
-32,-9
-20,-18
-22,1
-3,19
12,-10
-35,-26
-3,-6
-11,-4
-27,7
12,-24
-8,-7
6,19
-15,-12
-15,-23
8,10
-3,0
-7,10
-9,-17
-20,6
-11,-33
10,-28
5,-13
2,-31
5,-7
-9,-29
-16,-37
24,-9
20,1
18,-42
30,-43
4,-51
-4,-2
8,-35
-11,-25
16,8
12,14
13,-7
-1,-1
-1,8
-27,-13
-7,0
15,-8
6,-1
2,26
-23,12
-23,10
-19,32
-25,16
-29,-27
-29,-17
-18,-4
-7,-27
1,-10
-5,1
-22,5
-23,-5
10,1
-2,2
11,-24
-7,-15
-19,-29
32,-31
14,-11
7,-5
11,6
26,-6
32,-9
11,-8
16,20
0,-3
-6,26
13,0
-8,-10
-8,-3
-21,3
11,-9
6,-12
12,-5
7,-14
-6,0
-9,-34
10,-39
19,-6
8,3
8,19
4,1
0,27
-11,8
-33,13
1,0
-33,2
-29,-19
-11,-9
-27,-21
-22,-12
-32,31
-13,-6
4,-10
-8,17
-6,-5
5,-21
7,-31
14,-23
-11,-6
-14,-9
-4,-19
-9,-9
-2,-12
8,15
-1,4
5,-4
23,-50
-35,-20
-2,15
-13,4
5,0
14,-19
3,20
11,10
-1,-10
12,-1
-18,-1
-28,-4
-15,-7
-5,-3
15,24
22,-3
3,-26
6,15
-15,-7
-15,0
2,13
-16,3
9,-7
5,-28
10,1
-11,-41
-13,-6
4,8
1,4
-8,2
-6,-26
1,-30
-6,-16
-16,1
-23,2
-18,16
9,-3
-13,2
-13,16
13,13
-5,-30
-6,-9
-11,9
-20,-3
8,-2
3,-7
-18,17
8,18
4,16
-21,20
-14,11
-13,-6
-31,25
-5,11
-8,8
-26,5
-13,19
-8,20
-13,5
12,8
2,-29
1,-22
14,-17
0,-9
-29,-21
19,-13
29,1
3,-13
26,-10
13,-32
3,-3
-11,5
-21,-15
-19,-4
-17,-19
-10,-2
-15,-29
-1,-5
7,8
-12,3
-33,-1
-36,-24
-8,-7
-19,-35
-11,-51
1,7
6,7
-11,-9
-20,-15
-16,15
-8,-5
-2,3
-17,9
-39,19
-12,16
-11,9
-5,21
-5,23
7,6
11,-9
8,3
3,-24
-4,17
-14,-23
0,-44
9,-7
-27,-3
-23,-3
-7,-42
18,-21
28,-6
-1,0
28,9
11,-40
7,-10
20,-16
-4,-23
6,-2
9,-3
-4,-24
-7,-22
7,-24
0,6
-21,-6
13,-13
-1,-3
7,-19
4,-5
-11,-3
9,-9
17,-29
-15,-19
-49,20
-11,20
-16,-1
0,7
10,-6
-3,24
14,-13
-3,16
24,-16
41,-45
-2,-11
-33,-22
-16,-14
-26,-3
-2,-33
2,-12
11,-5
25,2
23,-12
1,23
-9,-24
14,-6
18,13
21,19
-12,-5
-13,-28
2,-20
-11,-30
3,-18
0,18
-2,18
-8,3
18,-9
-14,-3
-7,-10
-6,-7
-38,5
7,-12
24,11
5,-26
3,10
15,34
-13,17
-3,6
9,-15
-4,7
-9,13
-6,-8
15,16
8,36
-15,12
-17,17
-40,6
-15,-21
-37,-10
-45,-40
-12,-20
-26,3
-14,9
16,-16
19,-25
-7,-29
-1,-12
11,-6
-14,-28
7,-1
-16,12
-6,8
9,-17
-1,-8
17,0
-2,-5
-9,-17
-32,-22
-18,28
-7,5
-2,-18
-3,-9
-2,9
12,2
-9,-12
3,-5
-6,17
-11,26
4,21
-17,6
-26,-13
-5,-5
-4,-4
-1,-28
-19,-19
19,-28
19,-24
28,-10
22,3
-4,8
9,0
6,9
19,-15
6,2
13,10
13,-18
3,10
25,-20
13,-10
-21,12
-1,6
-6,13
-28,-9
-4,-17
-6,-16
28,30
12,27
-7,-7
10,-4
-2,-25
-11,-16
7,-37
-19,-36
-15,-36
7,-41
-13,-27
2,-23
11,-8
0,-20
17,-13
17,-16
14,-13
-8,-12
-28,13
-2,18
4,-15
-8,6
-12,0
-8,-3
3,-2
35,-11
-4,-4
-21,-16
-20,-9
-14,-5
-2,-20
-1,15
17,19
10,2
0,4
-38,4
-34,-9
2,-33
-20,7
-14,13
-9,16
-17,-20
-9,-23
-14,-17
-3,-31
-7,-1
-25,-12
-15,-16
-3,-12
-7,7
-28,9
-5,11
-1,-3
13,-11
-15,2
-22,-16
-1,-9
-7,6
4,-18
9,-3
-23,-26
1,-6
21,5
6,-3
-12,-14
-13,-2
3,8
5,-8
-2,-18
28,-9
24,-8
10,3
12,3
-20,12
11,10
-6,-15
-26,-12
-33,-15
-35,-9
8,9
-11,20
-5,4
12,9
-4,8
-8,13
-5,5
9,6
26,13
-19,-14
21,-25
-17,1
-20,-11
-1,1
-18,-2
12,-37
-14,-11
11,-4
8,-7
11,7
15,24
16,-21
-8,-3
-37,9
-6,9
-9,-18
-20,-22
-13,2
4,2
11,0
7,-28
4,-30
-5,-11
22,2
1,-19
3,-43
11,-36
-23,6
9,4
-9,-21
3,12
16,15
-7,-3
6,-9
-2,10
-36,12
-3,-18
-7,21
-12,9
-33,-9
-43,-11
-3,0
-16,-3
-15,16
7,33
7,46
22,2
-7,5
8,-22
-7,-49
18,1
